ConfYear,ConfLocation,ConfDivision,ChoirTitle,ChoirType,CondFName1,CondMName1,CondLName1,CondFName2,CondMName2,CondLName2,School/Org,City1,State/Provience,Country,ChDivision,CondGender1,CondGender2,ChDistance,HBCU,GALA
1999,"Chicago, IL",MW,Cincinnati Boychoir,Children/Elementary,Randall,,Wolfe,,,,,Cincinnati,OH,U.S.,C,m,,296,,
1999,"Chicago, IL",MW,Ebony Heritage Singers,College,Donna,,Cox,,,,University of Dayton,Dayton,OH,U.S.,C,f,,293,,
1999,"Chicago, IL",MW,Ohio State University Men's Glee Club,College,James,,Gallagher,,,,Ohio State University,Columbus,OH,U.S.,C,m,,356,,
1999,"Chicago, IL",MW,Oklahoma State University Chamber Choir,College,Jerry,,McCoy,,,,Oklahoma State University,Stillwater,OK,U.S.,SW,m,,759,,
1999,"Chicago, IL",MW,Amabile Youth Singers,International,John,,Barron,,,,,London,Ontario,Canada,,m,,,,
1999,"Chicago, IL",MW,Guelph Youth Singers,International,Linda,,Beaupre,,,,,Guelph,Ontario,Canada,,f,,,,
1999,"Chicago, IL",MW,Willamette Singers,College,Wallace,,Long,,,,Willamette University,Salem,OR,U.S.,NW,m,,2164,,
1999,"Chicago, IL",MW,Bryn Mawr Presbyterian Church Senior Choir,Church,Jeffrey,,Brillhart,,,,Bryn Mar Presbyterian Church,Bryn Mawr,PA,U.S.,E,m,,748,,
1999,"Chicago, IL",MW,Essence of Joy,College,Anthony,,Leach,,,,Pennsylvania State University,University Park,PA,U.S.,E,m,,584,,
1999,"Chicago, IL",MW,University of Regina Chamber Singers,International,Kathryn,,Laurin,,,,University of Regina,Regina,Saskatchewan,Canada,,f,,,,
1999,"Chicago, IL",MW,Furman Chamber Choir,College,Bingham,,Vick,,,,Furman University,Greenville,SC,U.S.,S,m,,706,,
1999,"Chicago, IL",MW,East Tennessee State University Men's Ensemble,College,Thomas,,Jenrette,,,,East Tennessee State University,Johnson City,TN,U.S.,S,m,,603,,
1999,"Chicago, IL",MW,University of North Texas A Cappella Choir,College,Mel,,Ivey,,,,University of North Texas,Denton,TX,U.S.,SW,m,,958,,
1999,"Chicago, IL",MW,Texas Christian University Concert Chorale,College,Ronald,,Shirey,,,,Texas Christian University,Fort Worth,TX,U.S.,SW,m,,992,,
1999,"Chicago, IL",MW,Houston Chamber Choir,Community,Robert,,Simpson,,,,,Houston,TX,U.S.,SW,m,,1086,,
1999,"Chicago, IL",MW,Coronado Chorale,High School,Brett,,Farr,,,,,Lubbock,TX,U.S.,SW,m,,1140,,
1999,"Chicago, IL",MW,Klein High School Chorale,High School,Phillip,,Raddin,,,,Klein High School,Spring,TX,U.S.,SW,m,,1076,,
1999,"Chicago, IL",MW,MacArthur High School Concert Chorale,High School,Jo,,Scurlock-Dillard,,,,MacArthur High School,San Antonio,TX,U.S.,SW,,,1243,,
1999,"Chicago, IL",MW,MacArthur High School Women's Chamber Choir,High School,Jo,,Scurlock-Dillard,,,,MacArthur High,San Antonio,TX,U.S.,SW,,,1243,,
1999,"Chicago, IL",MW,Second Presbyterian Church Chancel Choir,Church,John,,Guthmiller,,,,Second Presbyterian Church,Richmond,VA,U.S.,S,m,,801,,
1999,"Chicago, IL",MW,University of Wisconsin Concert Choir,College,Beverly,,Taylor,,,,University of Wisconsin,Madison,WI,U.S.,NC,f,,149,,
1999,"Chicago, IL",MW,Boys and Youth Choir of the Ekaterinburg Municipality,International,Sergy,,Pimenov,,,,,Ekaterinburg,,Russia,,m,,,,
1999,"Chicago, IL",MW,St. Olaf Cantus,College,Jonathan,,Reed,,,,,,Northfield,MN,NC,,,405,,
1999,"Chicago, IL",MW,Just 4 Kicks,Community,Randy,,Crenshaw,,,,"Kirby Shaw, Vijay Singh",Mill Creek,WA,U.S.,NW,m,,2077,,
1999,"Chicago, IL",MW,ACDA Women's Honor Choir,Honor,Diane,,Loomer,Morna,,Edmundson,,,,U.S.,,F,F,,,
1999,"Chicago, IL",MW,ACDA Honor Boychoir,Honor,Harvey,,Smith,,,,,,,U.S.,,M,,,,
1999,"Chicago, IL",MW,ACDA High School Mixed Honor Choir,Honor,Jing Ling,,Tam,,,,,,,U.S.,,F,,,,
1999,"Chicago, IL",MW,Chamber Choir of Krasnoyarsk College,International,Tatiana,,Korotkova,,,,Krasnoyarsk College,Krasnoyarsk,,Russia,,f,,,,
1999,"Chicago, IL",MW,Children's Choir of the Moscow Musical-Pedagogical College,International,Anzelma,,Labokaite,,,,Moscow Musical-Pedagogical College,Moscow,,Russia,,,,,,
1999,"Chicago, IL",MW,"King's Singers, the",International,,,,,,,,London,,England,,,,,,
2001,"San Antonio, TX",SW,Bentonville High School Chamber Choir,High School,Terry,,Hicks,,,,Bentonville High School,Bentonville,AR,U.S.,SW,m,,632,,
2001,"San Antonio, TX",SW,University of Southern California Chamber Choir,College,William,,Dehning,,,,University of Southern California,Los Angeles,CA,U.S.,W,m,,1354,,
2001,"San Antonio, TX",SW,Bakersfield College Chamber Singers,College,Roh,,Kean,,,,Bakersfield College,Bakersfield,CA,U.S.,W,,,1463,,
2001,"San Antonio, TX",SW,Mt. Saint Antonio College Chamber Singers,College,Bruce,,Rogers,,,,Mt. Saint Antonio College,Walnut,CA,U.S.,W,m,,1331,,
2001,"San Antonio, TX",SW,California State University Northridge Singers,College,Paul,,Smith,,,,California State University at Northridge,Northridge,CA,U.S.,W,m,,1378,,
2001,"San Antonio, TX",SW,Donald Brinegar Singers,Community,Donald,,Brinegar,,,,,LaVerne,CA,U.S.,W,m,,1327,,
2001,"San Antonio, TX",SW,ENSEMBLE from the Piedmont Choirs,Community,Robert,,Geary,,,,,Piedmont,CA,U.S.,W,m,,1723,,
2001,"San Antonio, TX",SW,Pennisula Women's Chorus,Community,Patricia,,Hennings,,,,,Palo Alto,CA,U.S.,W,f,,1708,,
2001,"San Antonio, TX",SW,Spirit Chorale of Los Angeles,Community,Byron,,Smith,,,,,Los Angeles,CA,U.S.,W,m,,1354,,
2001,"San Antonio, TX",SW,Mt. Whitney High School Pioneer Choir,High School,Dan,,Jackson,,,,Mt. Whitney High School,Visalia,CA,U.S.,W,m,,1540,,
2001,"San Antonio, TX",SW,Spivey Hall Children's Choir,Children/Elementary,Martha,,Shaw,,,,,Morrow,GA,U.S.,S,f,,987,,
2001,"San Antonio, TX",SW,McIntosh Singers,Community,Franklin,,Green,,,,,Sharpsburg,GA,U.S.,S,m,,957,,
2001,"San Antonio, TX",SW,Robert Shaw Tribute Singers,Community,Ann,,Jones,,,,,Atlanta,GA,U.S.,S,f,,988,,
2001,"San Antonio, TX",SW,Choragos,Community,Fred,,Stoftzfus,,,,,Champaign,IL,U.S.,C,m,,1104,,
2001,"San Antonio, TX",SW,Notre Dame Glee Club,College,Daniel,,Stowe,,,,University of Notre Dame,South Bend,IN,U.S.,C,m,,1301,,
2001,"San Antonio, TX",SW,University of Kansas Chamber Choir,College,Simon,,Carrington,,,,University of Kansas,Lawrence,KS,U.S.,SW,m,,779,,
2001,"San Antonio, TX",SW,Kansas City Chorale,Community,Charles,,Bruffy,,,,,Prarie Village,KS,U.S.,SW,m,,814,,
2001,"San Antonio, TX",SW,University of Louisville Collegiate Chorale,College,Kent,,Hatteberg,,,,University of Louisville,Louisville,KY,U.S.,S,m,,1109,,
2001,"San Antonio, TX",SW,Michigan State University Men's Glee Club,College,Jonathan,,Reed,,,,Michigan State University,Ann Arbor,MI,U.S.,C,m,,1450,,
2001,"San Antonio, TX",SW,Traverse City Central High School Chorale,High School,Jeff,,Cobb,,,,Traverse City Central High School,Traverse City,MI,U.S.,C,m,,1527,,
2001,"San Antonio, TX",SW,Ars Nova Coral da UFMG,International,Carlos,,Fonseca,,,,,Belo Horizonte,Minas Gerals,Brazil,,m,,,,
2001,"San Antonio, TX",SW,"Concordia Choir, the",College,Rene,,Clausen,,,,Concordia College,Moorehead,MN,U.S.,NC,m,,1341,,
2001,"San Antonio, TX",SW,Manitou Singers of St. Olaf College,College,Sigrid,,Johnson,,,,St. Olaf College,Northfield,MN,U.S.,NC,f,,1222,,
2001,"San Antonio, TX",SW,West Plains High School Concert Choir,High School,Kelly,,Dane,,,,West Plains High School,West Plains,MO,U.S.,SW,f,,763,,
2001,"San Antonio, TX",SW,Fort Zumwalt North High Women's Choir,High School,Gregory,,LeSan,,,,Fort Zumwalt North High School,O'Fallon,MO,U.S.,SW,m,,918,,
2001,"San Antonio, TX",SW,University of Mississippi Women's Glee Club,College,Jean,,Jordan,,,,University of Mississippi,Oxford,MS,U.S.,S,f,,809,,
2001,"San Antonio, TX",SW,North Dakota State University Concert Choir,College,JoAnn,,Miller,,,,North Dakota State University,Fargo,ND,U.S.,NC,f,,1338,,
2001,"San Antonio, TX",SW,Rutgers Glee Club,College,Patrick,,Gardner,,,,Rutgers University,North Brunswick,NJ,U.S.,E,m,,1794,,
2001,"San Antonio, TX",SW,Albany Pro Musica,Community,David,,Griggs-Janower,,,,,Albany,NY,U.S.,E,m,,1944,,
2001,"San Antonio, TX",SW,Ohio State University Chorale,College,Hilary,,Apfelstadt,,,,Ohio State University,Columbus,OH,U.S.,C,f,,1313,,
2001,"San Antonio, TX",SW,Cincinnati Conservatory of Music Chamber Choir,College,Earl,,Rivers,,,,University of Cincinnati Conservatory of Music,Cincinnati,OH,U.S.,C,m,,1206,,
2001,"San Antonio, TX",SW,Paul Laurence Dunbar Chorale,Community,Brenda,,Ellis,,,,,Dayton,OH,U.S.,C,f,,1261,,
2001,"San Antonio, TX",SW,VocalEase,Community,Laurie,,Wyant,,,,,Cincinnati,OH,U.S.,C,f,,1206,,
2001,"San Antonio, TX",SW,Firestone High School Symphonic Choir,High School,Sally,,Schneider,,,,Firestone High School,Akron,OH,U.S.,C,f,,1437,,
2001,"San Antonio, TX",SW,Roosevelt Middle School Choir Members,Middle School,Sandra,,Williams,,,,Roosevelt Middle School,Eugene,OR,U.S.,NW,f,,2208,,
2001,"San Antonio, TX",SW,Sanctuary Choir of First Baptist Church,Church,Glen,,Adkins,,,,First Baptist Church,Greenville,SC,U.S.,S,m,,1133,,
2001,"San Antonio, TX",SW,East Texas Baptist University Concert Choir,College,James,,Moore,,,,East Texas Baptist University,Irving,TX,U.S.,SW,m,,283,,
2001,"San Antonio, TX",SW,Texas Christian University Concert Chorale,College,Ronald,,Shirey,,,,Texas Christian University,Fort Worth,TX,U.S.,SW,m,,265,,
2001,"San Antonio, TX",SW,Dallas Symphony Chorus,Community,David,,Davidson,,,,Dallas Symphony Chorus,Dallas,TX,U.S.,SW,m,,277,,
2001,"San Antonio, TX",SW,Texas All State Choir,Community,Kenneth,,Fulton,,,,Texas MEA,,TX,U.S.,SW,m,,0,,
2001,"San Antonio, TX",SW,"Dallas and Austin Chamber Orchestras, the",Community,Ron,,Neal,,,,,,TX,U.S.,SW,m,,277,,
2001,"San Antonio, TX",SW,Hurst-Euless-Bedford Elementary Choir,Children/Elementary,Kathy,,Chiles,,,,Hurst-Euless-Bedford Elementary,Burleson,TX,U.S.,SW,f,,253,,
2001,"San Antonio, TX",SW,Haltom High School Varsity Women's Choir,High School,Amy,,Allibon,,,,Haltom High School,Haltom,TX,U.S.,SW,f,,254,,
2001,"San Antonio, TX",SW,John Marshall High School Chorale,High School,Mark,,Hosny,,,,John Marshall High School,San Antonio,TX,U.S.,SW,m,,0,,
2001,"San Antonio, TX",SW,Taylor High School Chorale Women,High School,Gail,,Land,,,,Taylor High School,Katy,TX,U.S.,SW,f,,168,,
2001,"San Antonio, TX",SW,Jersey Village High School A Cappella Choir,High School,Michael,,Lysinger,,,,Jersey Village High School,Houston,TX,U.S.,SW,m,,198,,
2001,"San Antonio, TX",SW,Mayde Creek Junior High School Concert Girls' Choir,Middle School,Scott,,Houston,,,,Mayde Creek Junior High School,Houston,TX,U.S.,SW,m,,198,,
2001,"San Antonio, TX",SW,"Seattle Girl's Choir ""Prima Voci""",Children/Elementary,Jerome,,Wright,,,,,Seattle,WA,U.S.,NW,m,,2163,,
2001,"San Antonio, TX",SW,Seattle Pacific University Concert Choir,College,David,,Anderson,,,,Seattle Pacific University,Seattle,WA,U.S.,NW,m,,2163,,
2001,"San Antonio, TX",SW,Pacific Lutheran University Choral Union,College,Richard,,Nance,,,,Pacific Lutheran University,Tacoma,WA,U.S.,NW,m,,2177,,
2001,"San Antonio, TX",SW,Gregorian Schola,College,Edward,,Schaefer,,,,Gonzaga University,Spokane,WA,U.S.,NW,m,,2035,,
2001,"San Antonio, TX",SW,Male Ensemble Northwest,Community,Scott,,Peterson,,,,,Yakima,WA,U.S.,NW,m,,2021,,
2001,"San Antonio, TX",SW,ACDA Junior High Honor Choir,Honor,Lynne,,Gackle,,,,,,,U.S.,,F,,,,
2001,"San Antonio, TX",SW,ACDA Multicultural/Ethnic Choir,Honor,Maria,,Guinand,,,,,,,U.S.,,F,,,,
2001,"San Antonio, TX",SW,Joyful Company of Singers,International,Peter,,Broadbent,,,,,London,,Great Britain,,m,,,,
2001,"San Antonio, TX",SW,Swingle Singers,International,Joanna,,Forbes,,,,,London,,England,,f,,,,
2001,"San Antonio, TX",SW,Tower New Zealand National Youth Choir,International,Karen,,Grylls,,,,,Wellington,,New Zealand,,f,,,,
2001,"San Antonio, TX",SW,Kamchatka Choir,International,Evgeny,,Morozov,,,,,Petropavlovsk-Kamchatskiy,,Russia,,m,,,,
2001,"San Antonio, TX",SW,Coro Nacional de Jovenes,International,Nestor,,Zadoff,,,,,Buenos Aires,,Argentina,,m,,,,
2003,"New York, NY",E,Alaska Chamber Chorale,Community,Marvilla,,Davis,,,,,Fairbanks,AK,U.S.,NW,,,4243,,
2003,"New York, NY",E,Southwest Junior High School Harmony,Middle School,Rhonda,,Hawley,,,,Southwest Junior High School,Springdale,AR,U.S.,SW,f,,1325,,
2003,"New York, NY",E,Phoenix Boys Choir,Children/Elementary,Georg,,Stangelberger,,,,,Phoenix,AZ,U.S.,W,m,,2433,,
2003,"New York, NY",E,Elektra Women's College Choir,International,Morna,,Edmundson,,,,Elektra Women's College,Vancouver,British Columbia,Canada,,,,,,
2003,"New York, NY",E,St. Charles Borromeo Choir,Church,Paul,,Salamunovich,,,,St. Charles Borromeo Church,North Hollywood,CA,U.S.,W,m,,2796,,
2003,"New York, NY",E,California State University Fullerton Chamber Choir,College,John,,Alexander,,,,California State University at Fullerton,Fullerton,CA,U.S.,W,m,,2781,,
2003,"New York, NY",E,Pierce College Men of the Premier Chorale,College,Terry,,Dane,,,,Pierce College,Woodland Hills,CA,U.S.,W,m,,2809,,
2003,"New York, NY",E,Kantorei,Community,Richard,,Larson,,,,,Englewood,CA,U.S.,W,m,,1785,,
2003,"New York, NY",E,San Luis Obispo High School Concert Choir,High School,Gary,,Lamprecht,,,,San Luis Obispo High School,San Luis Obispo,CA,U.S.,W,m,,2926,,
2003,"New York, NY",E,Cherry Creek High School Meistersingers,High School,Bill,,Erickson,,,,Cherry Creek High School,Englewood,CO,U.S.,SW,m,,1785,,
2003,"New York, NY",E,University of Miami Chorale,College,Jo-Michael,,Scheibe,,,,University of Miami,Coral Gables,FL,U.S.,S,m,,1288,,
2003,"New York, NY",E,West Orange High School Bel Canto Women's Choir,High School,Jeffrey,,Redding,,,,West Orange High School,Orlando,FL,U.S.,S,m,,1079,,
2003,"New York, NY",E,Palm Beach County (Bak) Middle School of the Arts Boys Choir,Middle School,Shawn,,Berry,,,,Palm Beach County (Bak) Middle School of the Arts,West Palm Beach,FL,U.S.,S,,,1223,,
2003,"New York, NY",E,Emory University Concert Choir,College,Eric,,Nelson,,,,Emory University,Atlanta,GA,U.S.,S,m,,888,,
2003,"New York, NY",E,Glen Ellyn Children's Chorus,Children/Elementary,Emily,,Ellsworth,,,,,Glen Ellyn,IL,U.S.,C,f,,813,,
2003,"New York, NY",E,Wheaton College Women's Chorale,College,Mary,,Hopper,,,,Wheaton College,Wheaton,IL,U.S.,C,f,,1660,,
2003,"New York, NY",E,"Rockefeller Chapel Choir, University of Chicago",College,Randi,,Von Ellefson,,,,University of Chicago,Chicago,IL,U.S.,C,,,791,,
2003,"New York, NY",E,University of Kentucky Women's Choir,College,Lori,,Hetzel,,,,University of Kentucky,Lexington,KY,U.S.,S,f,,705,,
2003,"New York, NY",E,University of Michigan Chamber Choir,College,Jerry,,Blackstone,,,,University of Michigan,Ann Arbor,MI,U.S.,C,m,,612,,
2003,"New York, NY",E,Western Michigan University Chorale,College,Joe,,Miller,,,,Western Michigan University,Kalamazoo,MI,U.S.,C,m,,708,,
2003,"New York, NY",E,Calvin College Alumni Choir,College,Pearl,,Shangkuan,,,,Calvin College,Grand Rapids,MI,U.S.,C,f,,746,,
2003,"New York, NY",E,Concordia Choir,College,Rene,,Clausen,,,,Concordia College,Moorehead,MN,U.S.,NC,m,,1429,,
2003,"New York, NY",E,Concordia Symphony Orchestra,College,Rene,,Clausen,,,,Concordia College,Moorehead,MN,U.S.,NC,m,,1429,,
2003,"New York, NY",E,Bemidji Choir,College,P,,Logan,,,,Bemidji State University,Bemidji,MN,U.S.,NC,,,1404,,
2003,"New York, NY",E,Willard High School Chamber Choir,High School,Mark,,Lawley,,,,Willard High School,Willard,MO,U.S.,SW,m,,1197,,
2003,"New York, NY",E,Cary Academy Middle School Mixed Chorus,Middle School,Jacquelyn,,Holcombe,,,,Cary Academy,Cary,NC,U.S.,S,f,,498,,
2003,"New York, NY",E,Newfoundland Symphony Youth Choir,International,Susan,,Knight,,,,,St. Johns,Newfoundland,Canada,,f,,,,
2003,"New York, NY",E,Westminster Symphonic Choir,Community,Joseph,,Flummerfelt,,,,Westminster Choir College,Princeton,NJ,U.S.,E,m,,51,,
2003,"New York, NY",E,Choral Scholars,Community,Geoffrey,,Williams,,,,,Princeton,NJ,U.S.,E,m,,51,,
2003,"New York, NY",E,Cherry Hill High School West Singers,High School,Christine,,Bass,,,,Cherry Hill High School West,Marlton,NJ,U.S.,E,f,,85,,
2003,"New York, NY",E,ArmorArtis,Church,Johannes,,Somary,,,,St. Patrick's Cathedral,New York,NY,U.S.,E,m,,0,,
2003,"New York, NY",E,St. Patrick's Cathedral Chamber Choir,Church,Johannes,,Somary,,,,St. Patrick's Cathedral,New York,NY,U.S.,E,m,,0,,
2003,"New York, NY",E,New York Philharmonic,Community,Charles,,Dutoit,,,,,New York,NY,U.S.,E,m,,0,,
2003,"New York, NY",E,Norman North High School Concert Choir,High School,Tony,,Gonzalez,,,,Norman North High School,Norman,OK,U.S.,SW,m,,1492,,
2003,"New York, NY",E,St. Marys Children's Choir,International,Eileen,,Baldwin,,,,,St. Marys,Ontario,Canada,,f,,,,
2003,"New York, NY",E,Portland State University Chamber Choir,College,Bruce,,Browne,,,,Portland State University,Portland,OR,U.S.,NW,m,,2894,,
2003,"New York, NY",E,Willamette Singers,College,Wallace,,Long,,,,Willamette University,Salem,OR,U.S.,NW,m,,2939,,
2003,"New York, NY",E,Duquesne University Chamber Singers,College,Brady,,Allred,,,,Duquesne University,Pittsburgh,PA,U.S.,E,m,,371,,
2003,"New York, NY",E,"Essence of Joy, Pennsylvania State University",College,Anthony,,Leach,,,,Pennsylvania State University,University Park,PA,U.S.,E,m,,202,,
2003,"New York, NY",E,Conspirare,Community,Craig,,Johnson,,,,,Austin,TX,U.S.,SW,m,,1743,,
2003,"New York, NY",E,Permian Kantorei,High School,Shawn,,Bell,,,,Permian High School,Odessa,TX,U.S.,SW,m,,1900,,
2003,"New York, NY",E,Judson High School Chorale,High School,Kay,,Sherrill,,,,Judson High School,Converse,TX,U.S.,SW,f,,1810,,
2003,"New York, NY",E,Deer Park High School Chorale,High School,Barry,,Talley,,,,Deer Park High School,Deer Park,TX,U.S.,SW,m,,1623,,
2003,"New York, NY",E,Coppell High School Varsity Women's Choir,High School,Jolene,,Webster,,,,Coppell High School,Coppell,TX,U.S.,SW,f,,1564,,
2003,"New York, NY",E,United States Air Force Singing Sergeants,Community,Chad,,Steffey,,,,,Fairfax,VA,U.S.,S,m,,245,,
2003,"New York, NY",E,Edmonds Community College Soundsation,College,Kirk,,Marcy,,,,Edmonds Community College,Lynnwood,WA,U.S.,NW,m,,2868,,
2003,"New York, NY",E,The Singing Statesmen,College,Gary,,Schwartzhoff,,,,University of Wisconsin-Eau Claire,Eau Claire,WI,U.S.,NC,m,,1106,,
2003,"New York, NY",E,Master Chorale Chamber Singers,Community,Donald,,McCullough,,,,"Master Chorale of Washington, DC","Washington, D.C.",,U.S.,E,m,,227,,
2003,"New York, NY",E,ACDA Men and Boys Honor Choir,Honor,Bob,,Chilcott,,,,,,,U.S.,,M,,,,
2003,"New York, NY",E,ACDA Junior High/Middle School Honor Choir,Honor,Henry,,Leck,,,,,,,U.S.,,M,,,,
2003,"New York, NY",E,ACDA Women's Honor Choir,Honor,Judith,,Willoughby,,,,,,,U.S.,,F,,,,
2003,"New York, NY",E,Beijing Children's Choir,International,Yang,,Hongian,,,,,Beijing,,China,,,,,,
2003,"New York, NY",E,Lunds Vokalensemble,International,Ingemar,,Mansson,,,,,,,Sweden,,f,,,,
2003,"New York, NY",E,Estonia Television Girls Choir,International,Aarne,,Sauveer,,,,,Tallinn,,Estonia,,m,,,,
2003,"New York, NY",E,Les Chantres de la Chapelle,International,Oliver,,Schneebli,,,,Centre de Musique Baroque de Versailles,Versailles,,France,,m,,,,
2005,"Los Angeles, CA",W,Auburn University Singers,College,Thomas,,Smith,,,,Auburn University,Auburn,AL,U.S.,S,m,,2138,,
2005,"Los Angeles, CA",W,University of Alberta Madrigal Singers,International,Leonard,,Ratzlaff,,,,University of Alberty,Edmonton,Alberta,Canada,,m,,,,
2005,"Los Angeles, CA",W,Calgary Girls Choir,International,Elaine,,Quilichini,,,,,Calgary,Alberta,Canada,,f,,,,
2005,"Los Angeles, CA",W,University of Central Arkansas Concert Choir,College,John,,Erwin,,,,University of Central Arkansas,Conway,AR,U.S.,SW,m,,1636,,
2005,"Los Angeles, CA",W,Springdale High School A Cappella Choir,High School,Randy,,Erwin,,,,Springdale High School,Springdale,AR,U.S.,SW,m,,1541,,
2005,"Los Angeles, CA",W,Bentonville High School Chamber Choir,High School,Terry,,Hicks,,,,Bentonville High School,Bentonville,AR,U.S.,SW,m,,1556,,
2005,"Los Angeles, CA",W,Tucson Arizona Boys Chorus,Children/Elementary,Julian,,Ackerley,,,,,Tucson,AZ,U.S.,W,f,,489,,
2005,"Los Angeles, CA",W,Southern California Children's Concert Chorus,Children/Elementary,Lori,,Loftus,,,,,Newport Beach,CA,U.S.,W,f,,44,,
2005,"Los Angeles, CA",W,Sacramento Children's Chorus,Children/Elementary,Lynne,,Stevens,,,,,Sacramento,CA,U.S.,W,f,,384,,
2005,"Los Angeles, CA",W,Los Angeles Children's Choir,Children/Elementary,Anne,,Tomlinson,,,,,Pasadena,CA,U.S.,W,f,,11,,
2005,"Los Angeles, CA",W,Sacred Heart's Schola Cantorum,Church,Donald,,Kendrick,,,,,Sacramento,CA,U.S.,W,m,,384,,
2005,"Los Angeles, CA",W,St. Alban's Choir,Church,James,,Vail,,,,St. Alban's Episcopal Church,Los Angeles,CA,U.S.,W,m,,0,,
2005,"Los Angeles, CA",W,San Jose State University Choraliers,College,Charlene,,Archibeque,,,,San Jose State University,San Jose,CA,U.S.,W,f,,340,,
2005,"Los Angeles, CA",W,Cal Poly Symphony,College,David,,Arrivee,,,,California Polytechnic State University,San Luis Obispo,CA,U.S.,W,m,,201,,
2005,"Los Angeles, CA",W,Cal Poly Polyphonics,College,Tom,,Davies,,,,California Polytechnic State University,San Luis Obispo,CA,U.S.,W,m,,201,,
2005,"Los Angeles, CA",W,USC Thornton Chamber Singers,College,William,,Dehning,,,,University of Southern California,Los Angeles,CA,U.S.,W,m,,0,,
2005,"Los Angeles, CA",W,"Voce, Cuesta College",College,John,,Knutson,,,,,San Luis Obispo,CA,U.S.,W,m,,201,,
2005,"Los Angeles, CA",W,Mt. Saint Antonio College Chamber Singers,College,Bruce,,Rogers,,,,Mt. Saint Antonio College,Walnut,CA,U.S.,W,m,,26,,
2005,"Los Angeles, CA",W,College of the Sequoias Concert Choir,College,Jeffrey,,Seaward,,,,College of the Sequoias,Visalia,CA,U.S.,W,m,,189,,
2005,"Los Angeles, CA",W,California State University Northridge Singers,College,Paul,,Smith,,,,California State University,Northridge,CA,U.S.,W,m,,25,,
2005,"Los Angeles, CA",W,Donald Brinegar Singers,Community,Donald,,Brinegar,,,,,Rancho Cucamonga,CA,U.S.,W,m,,41,,
2005,"Los Angeles, CA",W,Los Angeles Master Chorale,Community,Grant,,Gershon,,,,,Los Angeles,CA,U.S.,W,m,,0,,
2005,"Los Angeles, CA",W,Manhattan Beach Madrigal Singers,Community,Heather,,Gold,,,,,Manhattan Beach,CA,U.S.,W,f,,21,,
2005,"Los Angeles, CA",W,Vox Femina Los Angeles,Community,Iris,,Levine,,,,,Los Angeles,CA,U.S.,W,f,,0,,Y
2005,"Los Angeles, CA",W,Albert McNeil Jubilee Singers,Community,Albert,,McNeil,,,,Northwestern University,Los Angeles,CA,U.S.,W,m,,0,,
2005,"Los Angeles, CA",W,Los Angeles Philharmonic,Community,Esa-Pekka,,Salone,,,,,Los Angeles,CA,U.S.,W,,,0,,
2005,"Los Angeles, CA",W,Spirit Chorale of Los Angeles,Community,Byron,,Smith,,,,,Los Angeles,CA,U.S.,W,m,,0,,
2005,"Los Angeles, CA",W,Roger Wagner Chorale,Community,Jeannine,,Wagner,,,,,Los Angeles,CA,U.S.,W,f,,0,,
2005,"Los Angeles, CA",W,Santa Monica High School Madrigal Ensemble,High School,Christopher,,Rhodes,,,,Santa Monica High School,Santa Monica,CA,U.S.,W,m,,16,,
2005,"Los Angeles, CA",W,Harvard-Westlake Chamber Singers,Middle School,Roger,,Guerrero,,,,Harvard-Westlake School,North Hollywood,CA,U.S.,W,m,,13,,
2005,"Los Angeles, CA",W,Colorado's Children's Chorale,Children/Elementary,Deborah,,DeSantis,,,,,Denver,CO,U.S.,SW,f,,1017,,
2005,"Los Angeles, CA",W,Teens in Harmony,Middle School,Karen,,DeVries,,,,Preston Junior High School,Fort Collins,CO,U.S.,SW,f,,1077,,
2005,"Los Angeles, CA",W,University of Delaware Chorale,College,Paul,,Head,,,,University of Delaware,Newark,DE,U.S.,E,m,,2686,,
2005,"Los Angeles, CA",W,Florida Community College Chorale,College,R,,Bailey,,,,Florida Community College,Jacksonville,FL,U.S.,S,,,2417,,
2005,"Los Angeles, CA",W,Le Petit Choeur,High School,Lynne,,Gackle,,,,,Tampa,FL,U.S.,S,f,,2529,,
2005,"Los Angeles, CA",W,School of the Arts Singers,High School,Arlene,,Sparks,,,,A.W. Dreyfoos School of the Arts,West Palm Beach,FL,U.S.,S,f,,2670,,
2005,"Los Angeles, CA",W,Schola of the Episcopal Cathedral of St. Philip,Church,Bruce,,Neswick,,,,St. Philip Episcopal,Atlanta,GA,U.S.,S,m,,2175,,
2005,"Los Angeles, CA",W,McIntosh Singers,Community,Franklin,,Green,,,,,Peachtree City,GA,U.S.,S,m,,2172,,
2005,"Los Angeles, CA",W,Davidson Fine Arts School Chorale,Middle School,James,,Dunaway,,,,Davidson Fine Arts School,Augusta,GA,U.S.,S,m,,2321,,
2005,"Los Angeles, CA",W,Kamehameha Schools Concert Glee Club,Children/Elementary,Timothy,,Ho,,,,Kamehameha Schools,Honolulu,HI,U.S.,W,m,,,,
2005,"Los Angeles, CA",W,Luther College Nordic Choir,College,Weston,,Noble,,,,Luther College,Decorah,IA,U.S.,NC,m,,1892,,
2005,"Los Angeles, CA",W,Iowa State Singers,College,James,,Rodde,,,,Iowa State University,Ames,IA,U.S.,NC,m,,1718,,
2005,"Los Angeles, CA",W,Linn-Mar Chorale,Community,Bob,,Anderson,,,,,Marion,IA,U.S.,NC,m,,1816,,
